"source","target","weight"
NavarroHeron,jairbolsonaro,14
sil_gualdo,alvarodias_,14
Mamy94283708,patricialopesel,14
boschi_cleiz,RodrigoMaia,14
MarcoTuite,majorolimpio,14
Elaine16304657,0_marcia,14
Cristia30960891,STF_oficial,14
Antonio60327221,nelsonpaffi,14
claudiomanoel54,STF_oficial,14
MarcioBoza,SenadoFederal,14
isarossanesi,STF_oficial,14
_patriotism_,jairbolsonaro,14
OobvioE,SF_Moro,14
EvelisePb,STF_oficial,14
CarrijoRener,GloboNews,14
SrgioRodolfoMo2,Andreia_Silva9,14
ivccaroline,jairbolsonaro,14
prsgs,allantercalivre,14
MarcoTuite,diogomainardi,14
CarrijoRener,gilmarmendes,14
DcsbeleDaniele,jairbolsonaro,14
mauhome7,camaradeputados,14
Buzeto771,STF_oficial,14
mcidawp,RodrigoMaia,14
nagbarros,gilmarmendes,14
MarciaP_RJ,jairbolsonaro,14
AntonioMeira8,STF_oficial,14
BrunoKarb,mitags,14
LuSeluque,STF_oficial,14
orlandodeob,STF_oficial,14
luizpachecobr,gen_heleno,14
AndersonRezend7,STF_oficial,14
CarlaoSor,STF_oficial,14
jjosejr,conexaopolitica,14
hoto_da,Marcos_11_66,14
Bartira78481618,o_antagonista,14
ahlex_paes,STF_oficial,14
peboite,STF_oficial,14
ElzaGimenez47,STF_oficial,14
miguellgf,o_antagonista,14
PsXetra,CarlosBolsonaro,14
JosAugu24823729,STF_oficial,14
Patty68291271,o_antagonista,14
Antonsilv1,MarcosQuezado1,14
Lico02891256,MarcosQuezado1,14
chiccoze52,STJ_oficial,14
lop20522892,taoquei1,14
Br2Jorge,STF_oficial,14
RosaMariaAssi12,STF_oficial,14
feeeeerz_,STF_oficial,14
Cristiano_Cand,STF_oficial,14
PRFSANTOS1957,gilmarmendes,14
Ismeniaalbuq1,SF_Moro,14
hoto_da,CristianeCasag6,14
hoto_da,FabianaBPB,14
CleusaMariagom3,STF_oficial,14
T_i_c_i,davialcolumbre,14
ZeldaTinker,Biakicis,14
ptarsodacosta,o_antagonista,14
ReginaB2022,leandroruschel,14
amartins1960,majorolimpio,14
HosanaMarino,STF_oficial,14
Jaga60554541,BolsonaroSP,14
OrtopCindra,gilmarmendes,14
oscatalo5,exame,14
sonecausa,jornal_opopular,14
EMILIOKLUSENER,jairbolsonaro,14
josypires1,gilmarmendes,14
SempreVidacasal,gilmarmendes,14
Charlles37,leandroruschel,14
MONICAA18185163,leandroruschel,14
Klaklin7,gilmarmendes,14
Klaklin7,alexandre,14
SebastioRegina1,inter1414,14
munizmap,leandroruschel,14
Ricardo62103608,STF_oficial,14
fortaltricolor1,SF_Moro,14
ZeldaTinker,_SaraWinter,14
DrixEmerenciano,gilmarmendes,14
Claudiarmo2,jairbolsonaro,14
BolsoNABOneles,BolsonaroSP,14
BalbinoJunin,gilmarmendes,14
luciaazevedo,SF_Moro,14
JoSoBusa,revistaforum,14
AndersonRicardo,FFrancischini_,14
AndersonRicardo,SimoneTebetms,14
AndersonRicardo,rpsenador,14
wanessacabral,STF_oficial,14
CRISTIN63738612,STF_oficial,14
johicar20,STF_oficial,14
TorreKkktorre,TovendolRJ,14
belamatte,Estadao,14
Marcio_ProAct,STF_oficial,14
rosalicefleury,diogomainardi,14
jfcomenale,portalr7,14
ZeldaTinker,allantercalivre,14
sonecausa,jairbolsonaro,14
j_amaro,Rconstantino,14
juaz90182603,BolsonaroSP,14
geneci_almeida,YouTube,14
crisvela78,o_antagonista,14
stella_erica,STF_oficial,14
cb007,STF_oficial,14
DivinoAlvim2,camaradeputados,14
DinizAdonias,davialcolumbre,14
amartins1960,davialcolumbre,14
BetoFontes,MaryGdiniz,14
Antonsilv1,jairbolsonaro,14
ErnaniUSouza,SenadorKajuru,14
gorjgil,MPF_PGR,14
ReginaLoiola,SenadoFederal,14
ErnaniUSouza,RedeGlobo,14
nellyreis57,STF_oficial,14
GauchaJaqueline,jairbolsonaro,14
EvyKatz5,o_antagonista,14
hoto_da,Josh_aha,14
KalmaxBraga,STF_oficial,14
VilmaFe44464577,gen_heleno,14
RafaelZanette3,gilmarmendes,14
mauhome7,SenadoFederal,14
CLAUDIOJARDIMD1,STF_oficial,14
nacip_raydan,taoquei1,14
MaurSJr,leandroruschel,14
ErnaniUSouza,planalto,14
Dk2Carlos,MarceloFreixo,14
MauricioPessan4,STF_oficial,14
CletoClairton,RodrigoMaia,14
LeilaJorgeAntu1,taoquei1,14
Direitissima17,STF_oficial,14
EdilsonRS67,Rconstantino,14
anapaulavrangel,Estadao,14
anapaulavrangel,Rconstantino,14
josefranaraujo,folha,14
OlgaFotografa,jairbolsonaro,14
Marcusa60433153,jairbolsonaro,14
Sol61273024,jairbolsonaro,14
Elizabe55395245,geraldomiotto,14
Samanth40446847,Dom_Andolini,14
marilea_menezes,jairbolsonaro,14
GuerreiroPatri9,RodrigoMaia,14
JuniorCortesA,jairbolsonaro,14
CiranoMarcos,fatimabezerra,14
veronicagraziel,STF_oficial,14
rosahst,jairbolsonaro,14
joao_jb38,jairbolsonaro,14
drfranbraz,STF_oficial,14
botcacac,STF_oficial,14
GuerreiroPatri9,majorfabianadep,14
rcsjinfo,jairbolsonaro,14
Irlandaemel,govbr,14
bonnieximena,LRobertoBarroso,14
rc_mattar,gilmarmendes,14
otavioguerd,exercitooficial,14
Nelsonssjr1,STF_oficial,14
Irlandaemel,filgmartin,14
RenzoGracieBJJ,RenzoGracieBJJ,14
BrasiliaWrp,erikakokay,14
mauriciobastaz1,exercitooficial,14
Ludi04586999,STF_oficial,14
paschoaleto348,Rconstantino,14
MarceloORosado,julsfr6,14
MarcioGMCRabelo,eduardorabelo20,14
MauroMGC,leandroruschel,14
NavarroHeron,Rconstantino,14
WerlanneMerces,alexandre,14
jocama8,CarlaZambelli38,14
Adpettin,CarlaZambelli38,14
Elke53324714,STF_oficial,14
SilverioElienai,lasiermartins,14
MarcioGMCRabelo,blogdojefferson,14
bmisoppo,alexandre,14
Michella3,Rconstantino,14
EDSONTOQUE,Jouberth19,14
Clevers52238455,jairbolsonaro,14
Tuwittermailton,jairbolsonaro,14
andreaconcec,LeiaRachor,14
EDSONTOQUE,SenadoFederal,14
SamuelP0rto,STF_oficial,14
sfernandomello1,CarlosBolsonaro,14
luisfrancoeng,taoquei1,14
Irlandaemel,AbrahamWeint,14
ngelomarchioll1,PauloMartins10,14
Ro_maf,kimpaim,14
IvoneLi37826450,alexandre,14
HugoGilverson,alexandre,14
Hederso11000770,Estadao,14
Hederso11000770,BlogdoNoblat,14
FilhoSimos,taoquei1,14
SilvanaMagalh19,STF_oficial,14
pmarquessantos,conexaopolitica,14
fabdiniz,LRobertoBarroso,14
Brazel77803202,STF_oficial,14
prsgs,gilmarmendes,14
andreaxaviersa1,CNNBrasil,14
EloisaAlcanta14,STF_oficial,14
sbano_ro,jornalnacional,14
iane_menezes,jairbolsonaro,14
CletoClairton,govbr,14
MsJacobsen,LRobertoBarroso,14
DoSyrio,alexandre,14
tadeuramos38,renovamidia,14
JAPONESA35,_SaraWinter,14
wasluizbraga,STF_oficial,14
GIBASAN2,jairbolsonaro,14
protetor,STF_oficial,14
CidadaoComum3,jairbolsonaro,14
IpoPatrick,TSEjusbr,14
lelis_oli,STF_oficial,14
BastosJusmari,jairbolsonaro,14
JandiraSantos1,STF_oficial,14
tiago_soares11,jairbolsonaro,14
tiago_soares11,mahfelizardo,14
tiago_soares11,SF_Moro,14
gcesar48,alesilva_38,14
joanadestra,AbrahamWeint,14
WPinotti,CNNBrasil,14
FilosofoPessoa,AlanLopesRio,14
FelipeD18799265,jairbolsonaro,14
JoseAirtonPint1,STF_oficial,14
Beatriz98751254,STF_oficial,14
JuniorF40049451,alefrota77,14
vania_marly,AbrahamWeint,14
CCEROADSON,EuSouMBC,14
Marciadesigner,_SaraWinter,14
alimefernandes,jairbolsonaro,14
AndraPaixo4,joicehasselmann,14
Clausarq14,danielPMERJ,14
freire_jacy,kastelhiamary,14
gmmuff,alexandre,14
X0NGUINHAS,maravapi,14
Simone59236888,jairbolsonaro,14
ABorges78,STF_oficial,14
maylaraisa,STM_Oficial,14
Valquele,CarlaZambelli38,14
X0NGUINHAS,GiantBrasil,14
NunesAltemir,STF_oficial,14
AltinaCarmo,STF_oficial,14
Raissa38335332,A,14
valter080396,STF_oficial,14
FtimaSo50727184,_Paty_38,14
andgpires_pires,joicehasselmann,14
Cludia83802707,STF_oficial,14
CruzJoseni,jairbolsonaro,14
janesmaciel1,STF_oficial,14
rafagrunje21,TSEjusbr,14
Josembe21663154,jairbolsonaro,14
Tuffic57,RevistaTerca,14
sergiotuche,STF_oficial,14
Irlandaemel,revistaoeste,14
ngelomarchioll1,kimpaim,14
SManipulado,juninholopes201,14
GugelNice,STF_oficial,14
ErsopaErli,STF_oficial,14
LadyLaura32BP20,kimpaim,14
OliveiraPeter,BrazilFight,14
Lucienn81109989,davialcolumbre,14
EduardoTreesp,CNNBrasil,14
X0NGUINHAS,EspiasSo,14
X0NGUINHAS,chicco_cabral,14
X0NGUINHAS,ReyFigueiredo,14
JooBati60101693,Biakicis,14
Inaciosousa17,STF_oficial,14
RodrigoSS777,STF_oficial,14
francinaldo2306,YouTube,14
X0NGUINHAS,monirjbc,14
ninoagf_2013,g1,14
CombatenteSerra,alexandre,14
ngelomarchioll1,tercalivre,14
SandraRicciar14,filipebarrost,14
Luciano_22K,RealeVirginia,14
Hederso11000770,govbr,14
EudimarMoreira,STF_oficial,14
santana_tallita,STF_oficial,14
wrmpb,LRobertoBarroso,14
CacildaJardin,alexandre,14
Dk2Carlos,davialcolumbre,14
helio2022,STF_oficial,14
MoacirP71481242,GenPauloChagas,14
AndreaCastroSi1,revistaoeste,14
telmoheinen,YouTube,14
Locerma_Timao,gilmarmendes,14
LUISCARLOSSCHN1,STF_oficial,14
JosePGoulart38,STF_oficial,14
alexccanti,STF_oficial,14
patidarezzo,STF_oficial,14
Rosineiasqs,knalquestionese,14
moraesde4,STF_oficial,14
Hederso11000770,Biakicis,14
gfarias655,STF_oficial,14
recadosvan,allantercalivre,14
sisbresolin,JovemPanNews,14
prnatanael,YouTube,14
rosalicefleury,aleksandre25106,14
arlinebailarina,STF_oficial,14
Beto1967B,STF_oficial,14
batta41704224,conexaopolitica,14
Cleuterruis,PlinioValerio45,14
JusticeiroDF,STF_oficial,14
PauloFr42424097,PauloFr42424097,14
marcovalqueire,STF_oficial,14
tvendramelxp,davialcolumbre,14
Cristia86249036,LRobertoBarroso,14
FATIMAA80856038,RodrigoMaia,14
savioux,taoquei1,14
edu_correa3,STF_oficial,14
Jaja_pontes,JornalDaCidadeO,14
gilmarsantos114,joicehasselmann,14
UseDireito,STF_oficial,14
ninoagf_2013,JornalDaCidadeO,14
gcesar48,oswaldojor,14
Wilian99234500,STF_oficial,14
PegoRomario,gilmarmendes,14
ninoagf_2013,BolsonaroSP,14
arrudas_orlusa,marcio37,14
tvendramelxp,jairbolsonaro,14
JAPONESA35,knalquestionese,14
Williamdejesusp,STF_oficial,14
celiomartignago,semeadorsp,14
bibicleonice,bonnieximena,14
edilenefla,STF_oficial,14
Vagnerrj,STF_oficial,14
WPinotti,LRobertoBarroso,14
xandevolp,capitao_wagner,14
xandevolp,dep_joserocha,14
xandevolp,deuzinhofilho,14
xandevolp,capalbertoneto,14
xandevolp,erosbiondini,14
odenirluiz1,LRobertoBarroso,14
RaquelFFPace,MPF_PGR,14
BolsoNABOneles,jdoriajr,14
PRFA65,gilmarmendes,14
Ro_maf,BOLS4KUR4,14
zeruiduarte,JoseMedeirosMT,14
EDUBRUFREI,STF_oficial,14
EliomarAraujo65,jairbolsonaro,14
Marcusa60433153,camaradeputados,14
arnaldogb1,tercalivre,14
Hilma68946015,TerraBrasilnot,14
arnaldogb1,revistaoeste,14
ngelomarchioll1,salimmattarBR,14
gcesar48,MarceloCRedeTV,14
TartaliaAndrea,STF_oficial,14
Argo41282619,Rconstantino,14
RobsonG2c,augustosnunes,14
PBretos,LRobertoBarroso,14
jef121,STF_oficial,14
DoFerrarez,jairbolsonaro,14
LucianaIsis2207,Jambock67,14
Irlandaemel,JotaInfo,14
Iam_Rui_Silva,MarceloAdnet,14
BLACK53696435,STF_oficial,14
ElizangelaHalf1,SigaGazetaBR,14
claudia77459463,SigaGazetaBR,14
amartins1960,taoquei1,14
AnaTerezaDFOli1,SigaGazetaBR,14
Valquele,SigaGazetaBR,14
MartaLimaCamelo,gilmarmendes,14
Ricardo73455660,SigaGazetaBR,14
charles10000039,STF_oficial,14
TomazArantes2,BobjeffHD,14
pem1957,STF_oficial,14
CBeringhs,MconservadorSTS,14
CBeringhs,abelhinha2020,14
CBeringhs,admlcroarar37,14
CBeringhs,anamiranda15472,14
CBeringhs,AthaydeAleida,14
CBeringhs,MconservadorPG,14
CBeringhs,Bra72818361Andr,14
CBeringhs,Dondocas3,14
CBeringhs,ElianeRomilce,14
CBeringhs,ElisArrudaMart1,14
CBeringhs,Gilmar_Soares55,14
CBeringhs,HelioMendona2,14
CBeringhs,MconservadorSP,14
CBeringhs,MaryFerreiraOMG,14
CBeringhs,patriota_lu,14
CBeringhs,sandrairao,14
CBeringhs,templario2026,14
CBeringhs,VanderleiMller2,14
CBeringhs,Ventania38,14
CBeringhs,Zaraton_Mota,14
aecruz33,SenadoFederal,14
aecruz33,STF_oficial,14
albertegaraujo,GFiuza_Oficial,14
bot_careca,STF_oficial,14
JCetico2,STF_oficial,14
anna_pestilli,SenadoFederal,14
CaracasFabiano,fab_oficial,14
CaracasFabiano,marmilbr,14
AlexCar17809102,jairbolsonaro,14
natalin92105056,MagnoLMendes,14
natalin92105056,DelRamos_2,14
natalin92105056,FafahMb,14
natalin92105056,fbpborges,14
WanMachWM,Naninha58,14
alansan68958551,STF_oficial,14
marcelo_csi,ArthurLira_,14
FreitasGai,SigaGazetaBR,14
JoSoBusa,cartacapital,14
danthomazaquino,danielPMERJ,14
Suelem95001897,rpsenador,14
wellpaul,danielPMERJ,14
eduardolnp,danielPMERJ,14
MarceloMaiaFoto,camaradeputados,14
ElianeMarcon2,Rconstantino,14
danthomazaquino,_Fiel_Seguidor,14
ngelomarchioll1,realpfigueiredo,14
BMenezesSantana,rpsenador,14
BetoFontes,JoOrsine,14
alaincremonezi,alexandre,14
mackari17,ArthurLira_,14
Roth19VIIIIV,jairbolsonaro,14
BetoFontes,NeideBra,14
Andre_RCLopes,STF_oficial,14
Flaviobb2020,TerraBrasilnot,14
focoemsaopaulo,DCM_online,14
sapulino_torres,rpsenador,14
SSlavko27,kimpaim,14
IsaqueGhiraldi,STF_oficial,14
MagnoBa93255991,STF_oficial,14
SSlavko27,AguiarEdil,14
MarcoAu98851532,SigaGazetaBR,14
Pamelacaldas8,alexandre,14
EmersonTeix,jairbolsonaro,14
ErnaniUSouza,ClubeMilitar,14
DalilaOliveiraR,rpsenador,14
Fernand34183043,gilmarmendes,14
crisvela78,diogomainardi,14
amartins1960,TVGlobo,14
GlauceCabral,CarlaZambelli38,14
crisvela78,SigaGazetaBR,14
clesiobh,alexandrekalil,14
ConservadoraPE,SenadoFederal,14
Evertonkabca,MPF_PGR,14
Evertonkabca,exercitooficial,14
Evertonkabca,AdvocaciaGeral,14
Evertonkabca,camaradeputados,14
MarcoAu98851532,freu_rodrigues,14
HindemburgoF,leandroruschel,14
HindemburgoF,JornalDaCidadeO,14
CarlaBegizen,mitags,14
Percijr,STF_oficial,14
GefridoT,MariaJo72886964,14
GefridoT,Carter__38,14
GefridoT,suzanatoop,14
MichelC84203864,jairbolsonaro,14
FaelMega,STF_oficial,14
simone63393428,rpsenador,14
carportautos,BolsonaroSP,14
ErnaniUSouza,marmilbr,14
cpdrenato,nilmoretto,14
29Mattos,alepavanelli,14
jegferreira,STF_oficial,14
Fernand34183043,o_antagonista,14
JosDaSi22960290,revistaoeste,14
danthomazaquino,fbpborges,14
danthomazaquino,arqueira_a,14
danthomazaquino,ValLiesner,14
danthomazaquino,Dama_aco,14
danthomazaquino,MagnoLM2,14
DrBoTS2,Zeninha_38,14
MaciMarcus,YouTube,14
decoluizz,STF_oficial,14
DrBoTS2,VlmRobo,14
DrBoTS2,AtentoCampos,14
DrBoTS2,carlos_fdrs,14
DrBoTS2,natorobot,14
DrBoTS2,MubarakLuiza,14
DrBoTS2,mello65440,14
Ren93744158,freu_rodrigues,14
DrBoTS2,Marcos_28_11_66,14
EduardoCCEX,JovemPanNews,14
EduardoCCEX,taoquei1,14
SetteEdson,randolfeap,14
Claudio86878797,alexandre,14
AmkProducer,CNNBrasil,14
OInconformado3,Taberna_Tunico,14
RobertoRJBrasil,gubolin_rogerio,14
RobertoRJBrasil,arivsilva1,14
RobertoRJBrasil,mineiro1brasil,14
RobertoRJBrasil,JHenriqueFonsec,14
_SilviaHammes,LRobertoBarroso,14
b_guarezi,ArnsFlavio,14
b_guarezi,davialcolumbre,14
leandropossani1,STF_oficial,14
MauroVS,SenadoFederal,13
marcelosatelles,cunha_edison,13
getuliosantana,folha,13
ClaudeLuca_,STF_oficial,13
ehh_amore,ehh_amore,13
ardnas440,getuliosantana,13
snowieluvsotc,STF_oficial,13
luizlobofilho,STF_oficial,13
bonnieximena,MPF_PGR,13
AdibJosef,STF_oficial,13
DANNIBITENCOUR,STF_oficial,13
LuciaBalthazar,STF_oficial,13
arguscar,STF_oficial,13
Souchaalexandre,STF_oficial,13
rinaldovenancio,STF_oficial,13
rmexel,STF_oficial,13
vaporbarato34,o_antagonista,13
AnjokaBramax,EdGaarcia,13
aruthcao,DASILVA86,13
icpcruz,STF_oficial,13
CasanasChristin,STF_oficial,13
fannylt,STF_oficial,13
Omiserav,STF_oficial,13
fernando_aureli,STF_oficial,13
Kakapassos,STF_oficial,13
rosangela_bolze,FussballSehr,13
JujudeBH,STF_oficial,13
Alexcapontes,STF,13
ANNA_WYKY,CintiaKWY,13
DomingosAvelar,STF_oficial,13
santanaeliane25,mariajo66360450,13
rosangela_bolze,mitags,13
Josehfstwt,STF_oficial,13
OnRafaeli,STF_oficial,13
BMCoutinho,STF_oficial,13
apioleite10,STF_oficial,13
CabralRnd,STF_oficial,13
AUSTRALIANO1980,policiafederal,13
luizdenipot,STF_oficial,13
AndreaSant11,SenadoFederal,13
Lelecaa3,STF_oficial,13
Susu_Brasil,STF_oficial,13
AntonioSous,Estadao,13
KarlsonAlmeida,STF_oficial,13
pcafernandes,STF_oficial,13
elisabeterando,STF_oficial,13
rosangela_bolze,jefer234,13
jabcorrea,STF_oficial,13
jorismarsena,STF_oficial,13
2109TaniaS,STF_oficial,13
v1c3nt3,STF_oficial,13
Mm_MMoraes,STF_oficial,13
joyschya,STF_oficial,13
daviocker,STF_oficial,13
fonseca3010,STF_oficial,13
Doutrinador_BR,STF_oficial,13
aplisboarad,STF_oficial,13
vozao_bora,STF_oficial,13
JerryLandru,VillaMarcovilla,13
h_cambero,rosangela_bolze,13
zurmanogueira,STF_oficial,13
valeriavaz49,STF_oficial,13
crisvela78,Biakicis,13
LeiaRachor,claudioedantas,13
AnaTonaluta,MPF_PGR,13
RitaOli36702816,agentefala30,13
getuliosantana,macunaimaz,13
brian_colonel,Gen_VillasBoas,13
lipeosorio22,Gen_VillasBoas,13
ClaudiaBorin,ClaudiaBorin,13
JoaoPaulo1206,o_antagonista,13
RitaOli36702816,OsaidDe,13
LeiaRachor,MoniqueCheker,13
LeiaRachor,ChobasB,13
Lenogueira21,STF_oficial,13
ferebello,NossaCarmenInfo,13
LeiaRachor,Claudiadabreu12,13
Fatimaordemur,Gen_VillasBoas,13
mfrancanunes,exercitooficial,13
N_Carvalheira,MPF_PGR,13
albuca_gustavo,o_antagonista,13
getuliosantana,aruthcao,13
nu_paulinha,STF_oficial,13
PsqRio,STF_oficial,13
LeiaRachor,JorgeRibeiroSE,13
ivymax59,gilmarmendes,13
aruthcao,marcosdiasdosre,13
mmpalha64,STF_oficial,13
HumbertoReisJr,MsCMauro,13
aruthcao,miguelitamarsil,13
JerryLandru,BlogDoPim,13
MARCIOTICOS,gilmarmendes,13
elzasds,STF_oficial,13
BetoFontes,conexaopolitica,13
BetoFontes,alvarodias_,13
JerryLandru,robertolivianu,13
britopinho,MichelTemer,13
aruthcao,Lula_nacadeia,13
ZeldaTinker,gilmarmendes,13
britopinho,Gen_VillasBoas,13
Ramo_Junior2,STF_oficial,13
LeiaRachor,policiafederal,13
FAXINANOPODER_,Nonato55557777,13
Ronyqueivy,STF_oficial,13
erodrigomariano,STF_oficial,13
barth_lisia,NossaCarmenInfo,13
RosauraNanini,RosauraNanini,13
angelica_perina,STF_oficial,13
SergioBhMg1,STF_oficial,13
serginhotama,STF_oficial,13
costachico2,STF_oficial,13
patyarqt,gilmarmendes,13
LeandroLaurino,STF_oficial,13
Gus_Moreira,uli_cassilva,13
navesps3,policiafederal,13
HildaDeSouzaMa1,willcarvalho61,13
mfrancanunes,paulo_oshiro,13
BetoFontes,Jan101871,13
BetoFontes,Nonato55557777,13
edsonsouza439,INTERVENÇÃOMILITAR,13
Anaamvs_Sanches,Biakicis,13
HildaDeSouzaMa1,camaradeputados,13
ZeldaTinker,exercitooficial,13
tonytattoo,jairbolsonaro,13
HildaDeSouzaMa1,RJ_em_Alerta,13
BetoFontes,Francischini_,13
BetoFontes,0_marcia,13
mspontocom,_vempraruasp,13
mspontocom,CorrupcaoBRmeme,13
ghisimoes,STF_oficial,13
jacksongs2021,STF_oficial,13
carlapattermake,STF_oficial,13
MartyellyMarian,STF_oficial,13
gob_1971,Gen_VillasBoas,13
fl_s,STF_oficial,13
leonnardoloppes,STF_oficial,13
MarcoMafra1,STF_oficial,13
HumbertoReisJr,Henrietterrsa,13
italo_filho,MBLivre,13
aruthcao,97alternativa,13
R0se_eMi,exercitooficial,13
HildaDeSouzaMa1,SilvanaBolsomim,13
direitaejustica,STF_oficial,13
Forarbs,STF_oficial,13
mspontocom,MarizMarcella,13
rmr_60,STF_oficial,13
rafaelp_santos1,STF_oficial,13
r_carvalho2017,Gen_VillasBoas,13
ferebello,FFAABrasil,13
mspontocom,luizinho_ny,13
coelho_socorro,geraldomiotto,13
mspontocom,intervfederalRJ,13
MarizMarcella,exercitooficial,13
clebermaximo,STF_oficial,13
CarlaPola,CarlaPola,13
Cleitthon,STF_oficial,13
Edileuzamelos,STF_oficial,13
_ottorapp,STF_oficial,13
Flavio_hollowX,exercitooficial,13
mmoveism,gilmarmendes,13
mhelena17,gilmarmendes,13
ardnas440,SANDRAV61852675,13
LebasiSenun,STF_oficial,13
PMorenoB,ramir_lima,13
MarcosWLadislau,STF_oficial,13
pedrouzae,camaradeputados,13
BetoFontes,CatharinaLima7,13
PMorenoB,luiztenda,13
EduLemos01,STF_oficial,13
BetoFontes,CambeiroMaria,13
HumbertoReisJr,fabifbbr,13
BetoFontes,Francoubiratan,13
MGali4Fun,STF_oficial,13
nadiatosatti,leandroruschel,13
M_Paulabc,STF_oficial,13
PensadoresFalam,veramagalhaes,13
luiz_bau,STF_oficial,13
thehoneybadgerD,FFAABrasil,13
AngelaMGonalve1,AngelaMGonalve1,13
Vivianerecife,Gen_VillasBoas,13
Jairovpm,STF_oficial,13
oscarcapella,STF_oficial,13
vbcardoso1,STF_oficial,13
PedroLo52409940,SenadoFederal,13
vaucemir,policiafederal,13
cascudoplus,GloboNews,13
LimaJunior_BR63,STF_oficial,13
ftelatin,alvarodias_,13
Antonio69595758,STF_oficial,13
mariacarmo235,STF_oficial,13
acmtilim,gilmarmendes,13
gesielteclas,STF_oficial,13
LeiaRachor,majorolimpio,13
ZeldaTinker,conexaopolitica,13
entretendobh,STF_oficial,13
adrianelrg,o_antagonista,13
fah_albi,gilmarmendes,13
piterpas2008,CmdoCMS,13
pppoliveira,STF_oficial,13
AnaMariaJPS,o_antagonista,13
daisyccabral,RenovaMidia,13
Maciel051982,STF_oficial,13
RoboNina,manuelkobel,13
Zan41511071,STF_oficial,13
Wppley,STF_oficial,13
LNickele,STF_oficial,13
AnaMBolsonaro,STF_oficial,13
singulano,STF_oficial,13
oibafrc,STF_oficial,13
Denner_Genovez,STF_oficial,13
Santos_santosol,STF_oficial,13
sgpcuca,STF_oficial,13
PatriciaIMPM,STF_oficial,13
Malvadeza_BR,STF_oficial,13
VPFac,STF_oficial,13
LuisAntonioCoe5,STF_oficial,13
sandrafraiha,STF_intl,13
ArturDiogenes,STF_oficial,13
TorreKkktorre,g1,13
TorreKkktorre,MomentsBrasil,13
BetoFontes,claudioedantas,13
Marcelo12755237,STF_oficial,13
ALDOBELLELI,ALDOBELLELI,13
magmagmagcoely,STF_oficial,13
MCMORAS,STF_oficial,13
ronaldotome,o_antagonista,13
FMitoRJ,RenovaMidia,13
llangarcia,STF_oficial,13
sdoliv01,STF_oficial,13
antonioniltona2,jairbolsonaro,13
JosianaZs,SenadoFederal,13
zheosho,jairbolsonaro,13
JAPONESA35,Jouberth19,13
Paide2Patriota,SenadorKajuru,13
sonspararelaxar,STF_oficial,13
benmatos,STF_oficial,13
Jf25240797,VemPraRua_br,13
MarizMarcella,Biakicis,13
SREricsou,STF_oficial,13
CarlaPola,davialcolumbre,13
luabrilhnte,davialcolumbre,13
FMitoRJ,STF_oficial,13
paulo_milhomem,STF_oficial,13
MarcioM02035740,MarcioM02035740,13
VitoriaForevis,STF_oficial,13
unifesp2012,STF_oficial,13
Adriano17129421,jairbolsonaro,13
BetoFontes,MacielCDs,13
paulayfranco,STF_oficial,13
Janainabitten18,STF_oficial,13
2Butiquim,jairbolsonaro,13
JosMarcelodoNa3,davialcolumbre,13
BetoFontes,_AnnaStein,13
BetoFontes,nanda_motta7,13
BetoFontes,JoelAlexandreM,13
BetoFontes,DamaresAlves,13
daisyccabral,LeiaRachor,13
BetoFontes,SaabBrasil,13
ngelaMarcia1,STF_oficial,13
Rubertim1,jairbolsonaro,13
VitoriaForevis,jairbolsonaro,13
FerAisNeg,MPF_PGR,13
andressasalutar,SenadoFederal,13
BetoFontes,opropriolavo,13
ClaudioSSMendes,STF_oficial,13
nelsonpaffi,nelsonpaffi,13
Critica_marcia,STF_oficial,13
drrobertofilho,kimpkat,13
JosyBolsonaro,STF_oficial,13
vania37144139,jairbolsonaro,13
izaelcavalc,STF_oficial,13
DaniGuerreiraBR,jairbolsonaro,13
joao_merisio,STF_oficial,13
MPHRJ,claudioedantas,13
_Wmarte,STF_oficial,13
Itaeres,STF_oficial,13
CordeiroDeck,STF_oficial,13
Diogoringenberg,davialcolumbre,13
JamesTKirk369,davialcolumbre,13
Moshejesus17,alexandre,13
MementoMoriXF,davialcolumbre,13
Filandio,jairbolsonaro,13
nilson_quintao,EstadaoPolitica,13
Manfred42793143,STF_oficial,13
ScarpinEduardo,STF_oficial,13
dannydireita,STF_oficial,13
Cristia22959356,VemPraRua_br,13
Cristia22959356,MBLivre,13
Cristia22959356,FlavioBolsonaro,13
Cristia22959356,JanainaDoBrasil,13
ftelatin,randolfeap,13
airtonsilvajr,davialcolumbre,13
FMarcelo01,SenadorKajuru,13
Adriano17129421,exercitooficial,13
DraVanias,alexandre,13
BetoFontes,IvoAndrade15,13
JAPONESA35,conexaopolitica,13
kazehenrique,davialcolumbre,13
ZeldaTinker,Estadao,13
mspontocom,EsquerdaFora,13
Wagner0288,davialcolumbre,13
janduy_s,STF_oficial,13
lgrregistro,SenadorKajuru,13
lgrregistro,JanainaDoBrasil,13
augustinmatias,STF_oficial,13
FerAisNeg,claudioedantas,13
Paide2Patriota,SF_Moro,13
DEUS_meu_Guia,STF_oficial,13
gustavolondon,STF_oficial,13
Maral64654920,STF_oficial,13
DeniKin_Deni,STF_oficial,13
arquiteturaoral,conexaopolitica,13
marcelohilari14,alexandre,13
clebermafra,VemPraRua_br,13
clebermafra,MBLivre,13
LigiadeAssis,jairbolsonaro,13
